area_sqft,house_age,bedrooms,avg_rooms,bathrooms,population,avg_occupancy,latitude,longitude,area_name,city,price,price_per_sqft,distance_to_city_center,property_type
1431,1-5,3,5,2,54663,4,11.58461,76.5975,Udhagamandalam,Nilgiris,2520000,1761,22.11,Apartment
513,1-5,3,4,3,103409,2,11.40867,76.76036,Kotagiri,Nilgiris,2990000,5828,7.13,Apartment
3995,1-5,0,0,0,56714,0,11.26106,76.61278,Gudalur,Nilgiris,1340000,335,18.85,Plot
1519,0-1,5,7,1,54487,3,11.41581,76.67151,Kotagiri,Nilgiris,4740000,3120,2.64,Independent House
3542,10+,0,0,0,77600,0,11.30148,76.672,Gudalur,Nilgiris,1350000,381,12.35,Plot
3611,5-10,4,6,2,88079,6,11.38329,76.68087,Ooty,Nilgiris,6360000,1761,3.37,Villa
2302,5-10,0,0,0,61238,0,11.41817,76.66908,Yellanhalli,Nilgiris,1640000,712,2.96,Plot
3640,1-5,4,6,2,45008,3,11.3422,76.63203,Gudalur,Nilgiris,6160000,1692,10.21,Villa
1011,5-10,2,3,2,76455,5,11.39431,76.68591,Ooty,Nilgiris,2350000,2324,2.03,Apartment
888,10+,3,5,2,85706,4,11.55365,76.85185,Udhagamandalam,Nilgiris,1720000,1937,23.38,Apartment
1148,5-10,4,5,1,79046,6,11.37283,76.65028,Kotagiri,Nilgiris,2460000,2143,6.41,Builder Floor
3599,0-1,3,5,3,67136,5,11.30605,76.72488,Coonoor,Nilgiris,5780000,1606,12.03,Villa
1403,10+,2,4,1,58250,2,11.56819,76.68861,Yellanhalli,Nilgiris,2220000,1582,17.58,Apartment
1845,10+,0,0,0,53678,0,11.43865,76.63834,Udhagamandalam,Nilgiris,1180000,640,6.94,Plot
1720,10+,4,6,1,67258,3,11.42448,76.64424,Kotagiri,Nilgiris,2870000,1669,5.76,Apartment
1914,1-5,1,2,1,53279,4,11.34469,76.65636,Yellanhalli,Nilgiris,3370000,1761,8.41,Apartment
1867,10+,2,4,1,96854,3,11.34414,76.71268,Ooty,Nilgiris,2270000,1216,7.59,Builder Floor
992,1-5,2,3,1,90595,5,11.33293,76.66002,Yellanhalli,Nilgiris,2740000,2762,9.4,Apartment
4945,1-5,3,5,2,62437,4,11.32094,76.61809,Coonoor,Nilgiris,6110000,1236,12.99,Villa
1287,1-5,2,3,1,63792,2,11.43312,76.75773,Coonoor,Nilgiris,3410000,2650,7.3,Apartment
3030,10+,4,5,1,95068,5,11.49133,76.67546,Kotagiri,Nilgiris,2410000,795,9.27,Independent House
775,1-5,2,4,1,68320,4,11.49502,76.79519,Kotagiri,Nilgiris,2690000,3471,14.43,Apartment
1993,1-5,2,4,2,56008,3,11.38292,76.84635,Yellanhalli,Nilgiris,2840000,1425,16.77,Apartment
1610,10+,3,4,2,84224,4,11.40141,76.66717,Kotagiri,Nilgiris,2450000,1522,3.19,Apartment
2078,10+,1,2,1,72665,5,11.39395,76.65509,Kotagiri,Nilgiris,2790000,1343,4.71,Apartment
1772,1-5,1,3,1,90435,5,11.32903,76.73736,Coonoor,Nilgiris,3160000,1783,10.14,Apartment
3905,0-1,0,0,0,69209,0,11.46757,76.76882,Yellanhalli,Nilgiris,1800000,461,10.27,Plot
2032,5-10,2,3,2,66453,2,11.41396,76.84003,Gudalur,Nilgiris,2800000,1378,15.81,Apartment
2531,10+,0,0,0,70070,0,11.34199,76.72252,Yellanhalli,Nilgiris,1120000,443,8.16,Plot
1756,5-10,2,3,1,54105,5,11.34426,76.73742,Coonoor,Nilgiris,2770000,1577,8.67,Apartment
2060,10+,4,5,4,66818,4,11.3587,76.73586,Yellanhalli,Nilgiris,2870000,1393,7.25,Apartment
2073,1-5,5,8,4,85622,6,11.34385,76.69531,Coonoor,Nilgiris,6550000,3160,7.38,Villa
5216,1-5,3,6,4,90333,3,11.35751,76.62059,Udhagamandalam,Nilgiris,6320000,1212,10.01,Villa
1068,10+,2,4,2,67927,3,11.36893,76.68765,Udhagamandalam,Nilgiris,2140000,2004,4.66,Apartment
812,10+,3,5,2,63624,3,11.30692,76.68917,Coonoor,Nilgiris,2460000,3030,11.5,Apartment
1060,1-5,0,0,0,43450,0,11.4315,76.58508,Ooty,Nilgiris,1510000,1425,12.21,Plot
3484,10+,0,0,0,83743,0,11.39078,76.71612,Yellanhalli,Nilgiris,1550000,445,3.16,Plot
3093,1-5,3,6,2,91347,2,11.36659,76.67309,Ooty,Nilgiris,4330000,1400,5.41,Independent House
916,1-5,2,5,1,84902,3,11.4931,76.65094,Udhagamandalam,Nilgiris,2520000,2751,10.39,Builder Floor
1534,5-10,3,5,1,94403,3,11.29287,76.61886,Udhagamandalam,Nilgiris,2350000,1532,15.46,Apartment
1824,10+,3,4,3,77320,2,11.36604,76.91588,Coonoor,Nilgiris,2020000,1107,24.57,Apartment
1661,1-5,2,3,1,102643,4,11.39789,76.70105,Udhagamandalam,Nilgiris,3770000,2270,1.52,Independent House
1519,1-5,1,2,1,88754,2,11.34745,76.5774,Coonoor,Nilgiris,3470000,2284,14.6,Apartment
1975,5-10,3,4,1,46096,6,11.29045,76.68082,Coonoor,Nilgiris,2210000,1119,13.41,Builder Floor
3087,5-10,2,5,1,32952,6,11.35208,76.69475,Udhagamandalam,Nilgiris,4010000,1299,6.46,Independent House
974,10+,2,4,2,71081,4,11.54275,76.80446,Udhagamandalam,Nilgiris,1800000,1848,18.96,Apartment
1654,10+,0,0,0,79209,0,9.98507,77.44697,Bodinayakanur,Theni,850000,514,4.33,Plot
2463,5-10,4,6,3,34951,4,9.95375,77.4353,Periyakulam,Theni,2490000,1011,7.78,Independent House
1626,10+,4,5,2,64159,4,9.87234,77.33586,Bodinayakanur,Theni,1100000,677,21.79,Apartment
2623,10+,5,8,4,71143,4,10.11203,77.47719,Andipatti,Theni,2410000,919,11.3,Villa
1210,1-5,2,4,1,59438,5,10.01572,77.40919,Chinnamanur,Theni,2360000,1950,7.45,Apartment
1858,5-10,2,3,2,69615,2,10.08457,77.43657,Chinnamanur,Theni,1890000,1017,9.36,Independent House
2068,1-5,1,3,1,57220,3,9.89383,77.49099,Bodinayakanur,Theni,2000000,967,13.05,Apartment
1263,1-5,3,4,3,32905,4,10.01283,77.60261,Andipatti,Theni,1930000,1528,13.76,Apartment
1272,1-5,3,4,3,59826,5,10.09783,77.50595,Andipatti,Theni,2070000,1627,10.23,Apartment
3029,1-5,4,5,3,47650,5,10.11316,77.62076,Uthamapalayam,Theni,1720000,568,19.45,Independent House
2330,5-10,4,6,4,32106,6,9.93468,77.4974,Chinnamanur,Theni,1760000,755,8.71,Independent House
790,5-10,5,6,4,50159,4,9.98345,77.53816,Chinnamanur,Theni,2050000,2595,7.34,Independent House
728,0-1,4,6,4,40946,6,9.80319,77.46273,Uthamapalayam,Theni,1490000,2047,23.09,Independent House
2325,0-1,3,4,3,65105,4,10.00047,77.34528,Chinnamanur,Theni,1880000,809,14.47,Independent House
1951,5-10,2,4,2,43671,3,9.86014,77.44512,Periyakulam,Theni,1270000,651,17.07,Apartment
891,1-5,3,5,3,42349,3,9.99802,77.51267,Bodinayakanur,Theni,2330000,2615,4.14,Apartment
2486,1-5,3,5,3,85235,5,9.93087,77.56604,Uthamapalayam,Theni,2160000,869,13.16,Independent House
4372,1-5,3,5,2,56273,4,9.91497,77.4497,Uthamapalayam,Theni,3800000,869,11.02,Villa
4253,0-1,4,7,3,53188,5,9.89307,77.39252,Chinnamanur,Theni,2510000,590,15.99,Villa
3034,10+,5,8,2,55881,3,10.04387,77.54467,Periyakulam,Theni,2900000,956,8.29,Villa
518,0-1,2,3,2,65912,3,10.05665,77.43443,Andipatti,Theni,1860000,3591,6.94,Apartment
857,0-1,2,3,1,39805,3,10.14341,77.53628,Uthamapalayam,Theni,2000000,2334,16.15,Apartment
1260,1-5,3,4,1,38237,4,10.21539,77.50808,Periyakulam,Theni,1620000,1286,23.05,Apartment
1561,10+,4,7,2,46897,5,9.96894,77.55832,Andipatti,Theni,1590000,1019,10.03,Independent House
2125,10+,2,3,1,53743,3,9.97151,77.55184,Chinnamanur,Theni,1460000,687,9.27,Apartment
1329,10+,3,5,1,72817,3,10.1188,77.49548,Periyakulam,Theni,1640000,1234,12.22,Apartment
1892,5-10,2,4,1,67953,4,9.90197,77.49344,Chinnamanur,Theni,1930000,1020,12.19,Apartment
3874,1-5,0,0,0,39843,0,10.04205,77.57241,Chinnamanur,Theni,1140000,294,11.02,Plot
1508,1-5,5,7,2,76437,2,10.1466,77.40325,Uthamapalayam,Theni,1380000,915,17.16,Builder Floor
3489,1-5,2,5,2,42680,5,9.95558,77.452,Chinnamanur,Theni,2240000,642,6.68,Independent House
552,5-10,1,2,1,36050,3,9.94491,77.42093,Periyakulam,Theni,1770000,3207,9.53,Apartment
2190,5-10,5,7,5,62240,6,9.84477,77.44827,Chinnamanur,Theni,1450000,662,18.68,Independent House
836,5-10,1,3,1,66809,5,9.86622,77.27286,Bodinayakanur,Theni,1320000,1579,27.51,Apartment
2765,0-1,3,6,1,17973,6,10.04496,77.40506,Periyakulam,Theni,2750000,995,8.76,Independent House
721,10+,1,2,1,70116,2,9.92834,77.56511,Bodinayakanur,Theni,1510000,2094,13.28,Apartment
472,5-10,2,4,2,71944,3,10.07144,77.48984,Andipatti,Theni,1760000,3729,6.93,Apartment
1635,1-5,3,4,2,36254,5,9.98837,77.63476,Periyakulam,Theni,1610000,985,17.45,Builder Floor
2535,5-10,4,5,3,70978,2,10.02854,77.48061,Periyakulam,Theni,2380000,939,2.06,Independent House
3395,5-10,0,0,0,55267,0,9.98501,77.39611,Periyakulam,Theni,1060000,312,9.3,Plot
5139,5-10,5,8,3,46153,3,10.0576,77.62102,Periyakulam,Theni,2590000,504,16.62,Villa
1781,5-10,1,2,1,31967,4,9.86075,77.56339,Periyakulam,Theni,1410000,792,19.14,Apartment
915,5-10,2,4,1,30344,2,9.97958,77.54163,Bodinayakanur,Theni,1730000,1891,7.86,Apartment
1197,1-5,0,0,0,59782,0,10.06326,77.46422,Chinnamanur,Theni,1080000,902,6.04,Plot
2883,1-5,0,0,0,48782,0,9.92427,77.3825,Bodinayakanur,Theni,1090000,378,14.1,Plot
2218,0-1,0,0,0,60587,0,10.07705,77.38084,Chinnamanur,Theni,960000,433,12.88,Plot
2440,1-5,2,4,2,58845,2,9.9476,77.43821,Periyakulam,Theni,1880000,770,8.17,Apartment
2335,5-10,2,4,1,55206,2,10.13769,77.47418,Periyakulam,Theni,1990000,852,14.16,Independent House
1466,1-5,4,5,1,66345,3,10.1238,77.37628,Bodinayakanur,Theni,1460000,996,16.75,Builder Floor
2090,5-10,4,7,2,64817,5,10.14627,77.43965,Uthamapalayam,Theni,2500000,1196,15.65,Villa
1509,5-10,3,4,1,66240,3,10.03803,77.41183,Uthamapalayam,Theni,1660000,1100,7.77,Apartment
1639,5-10,2,3,2,24461,4,9.97981,77.30442,Chinnamanur,Theni,1410000,860,19.2,Apartment
4735,0-1,3,6,4,44851,3,10.03824,77.49904,Bodinayakanur,Theni,4990000,1054,3.93,Villa
1696,5-10,2,4,1,55054,3,9.9409,77.52892,Uthamapalayam,Theni,2050000,1209,9.59,Apartment
978,10+,2,3,1,61526,4,9.98294,77.55671,Bodinayakanur,Theni,1820000,1861,9.25,Apartment
490,5-10,2,3,2,68038,4,10.04096,77.46712,Andipatti,Theni,1810000,3694,3.57,Apartment
1562,10+,3,5,1,61575,6,10.0761,77.43502,Periyakulam,Theni,1270000,813,8.63,Builder Floor
1395,5-10,5,7,2,45372,4,10.13829,77.6222,Uthamapalayam,Theni,1360000,975,21.33,Independent House
675,10+,1,2,1,75597,2,9.98504,77.43524,Chinnamanur,Theni,1840000,2726,5.37,Apartment
896,10+,0,0,0,33452,0,9.91705,77.37872,Uthamapalayam,Theni,740000,826,14.95,Plot
3811,5-10,4,7,4,46892,5,10.1086,77.43672,Chinnamanur,Theni,2870000,753,11.78,Villa
564,10+,3,5,3,43441,3,9.93673,77.51466,Uthamapalayam,Theni,1670000,2961,9.17,Apartment
3795,0-1,3,6,2,53085,3,9.9597,77.67887,Andipatti,Theni,2500000,659,22.81,Villa
1040,1-5,3,5,3,18530,5,10.06258,77.49512,Uthamapalayam,Theni,2250000,2163,6.13,Apartment
1416,10+,4,7,3,85730,4,9.82204,77.42525,Bodinayakanur,Theni,1170000,826,21.7,Independent House
1905,10+,1,2,1,24877,3,10.06106,77.62284,Chinnamanur,Theni,1500000,787,16.93,Apartment
2770,5-10,5,8,3,74877,3,10.12641,77.45376,Uthamapalayam,Theni,2740000,989,13.15,Villa
1169,10+,2,4,1,78515,3,9.99597,77.50824,Periyakulam,Theni,1830000,1565,3.78,Apartment
679,5-10,1,2,1,41374,2,9.99237,77.46682,Chinnamanur,Theni,1860000,2739,2.29,Apartment
1026,10+,2,4,1,63429,5,9.97052,77.58936,Uthamapalayam,Theni,1020000,994,13.08,Apartment
1939,5-10,0,0,0,25852,0,9.79522,77.53839,Bodinayakanur,Theni,630000,325,24.85,Plot
2253,1-5,2,4,1,48456,4,9.94384,77.6018,Andipatti,Theni,1940000,861,15.54,Apartment
1327,1-5,3,4,2,38455,3,10.00862,77.52268,Periyakulam,Theni,2250000,1696,5.01,Apartment
1113,0-1,2,4,1,66834,4,10.03572,77.38825,Andipatti,Theni,1470000,1321,10.12,Apartment
4630,5-10,4,6,4,55151,4,10.01583,77.4886,Periyakulam,Theni,4090000,883,1.41,Villa
803,5-10,3,5,3,46815,2,9.84755,77.37563,Periyakulam,Theni,1370000,1706,21.24,Apartment
2398,10+,3,5,3,38294,5,9.99513,77.44864,Chinnamanur,Theni,1760000,734,3.54,Apartment
897,1-5,3,4,2,41206,4,9.92659,77.58183,Periyakulam,Theni,1780000,1984,14.79,Apartment
1316,1-5,4,5,2,27611,4,9.88386,77.46647,Andipatti,Theni,1440000,1094,14.12,Builder Floor
1560,1-5,1,2,1,33917,2,9.89137,77.3752,Periyakulam,Theni,1660000,1064,17.31,Apartment
1270,1-5,3,4,1,48996,2,10.06207,77.42551,Andipatti,Theni,2290000,1803,8.05,Independent House
2258,1-5,3,4,3,72329,5,9.94654,77.54472,Periyakulam,Theni,2080000,921,10.27,Apartment
1016,1-5,2,5,2,49194,5,10.06435,77.51372,Andipatti,Theni,2140000,2106,7.22,Independent House
3344,5-10,3,6,2,47737,6,10.16866,77.44117,Bodinayakanur,Theni,2630000,786,18.03,Villa
2216,5-10,3,5,3,65123,5,9.90249,77.41638,Periyakulam,Theni,1540000,695,13.71,Apartment
1037,5-10,2,4,1,68031,3,9.87696,77.38109,Chinnamanur,Theni,1370000,1321,18.18,Apartment
2156,5-10,0,0,0,71245,0,9.99399,77.49455,Bodinayakanur,Theni,990000,459,2.65,Plot
3026,1-5,3,4,1,75295,2,9.73963,77.48082,Bodinayakanur,Theni,1470000,486,30.11,Independent House
1310,10+,3,5,3,65433,2,10.13491,77.57243,Andipatti,Theni,1370000,1046,17.34,Apartment
1615,5-10,5,6,5,62626,4,9.93197,77.61104,Chinnamanur,Theni,1350000,836,17.07,Builder Floor
2674,10+,0,0,0,56439,0,10.02033,77.47752,Periyakulam,Theni,960000,359,1.11,Plot
1403,0-1,2,5,2,61508,3,9.97872,77.50025,Andipatti,Theni,3130000,2231,4.35,Independent House
2017,10+,3,5,3,67121,2,9.7363,77.4964,Bodinayakanur,Theni,1110000,550,30.55,Apartment
1604,5-10,2,4,2,84708,5,9.8836,77.53595,Andipatti,Theni,1550000,966,15.51,Apartment
2931,1-5,2,5,1,51858,6,10.05659,77.51584,Andipatti,Theni,2360000,805,6.67,Independent House
3036,5-10,5,7,3,83519,3,10.06417,77.51238,Bodinayakanur,Theni,2370000,781,7.12,Independent House
3573,1-5,0,0,0,48873,0,10.03751,77.55011,Chinnamanur,Theni,1140000,319,8.55,Plot
2746,1-5,5,8,3,65730,3,10.10912,77.57804,Bodinayakanur,Theni,2310000,841,15.58,Independent House
2480,5-10,3,4,1,49655,3,9.83657,77.33009,Andipatti,Theni,1510000,609,25.15,Apartment
5655,5-10,3,5,3,60644,4,9.97934,77.52627,Uthamapalayam,Theni,2690000,476,6.41,Villa
1927,5-10,2,3,2,61264,6,9.95863,77.4219,Chinnamanur,Theni,1840000,955,8.34,Independent House
1730,1-5,4,6,1,46400,4,10.02302,77.38231,Periyakulam,Theni,1560000,902,10.46,Apartment
3173,1-5,2,4,2,52421,5,9.99597,77.4025,Periyakulam,Theni,2100000,662,8.31,Independent House
2537,1-5,0,0,0,57403,0,9.98339,77.55894,Andipatti,Theni,980000,386,9.46,Plot
1193,10+,0,0,0,75343,0,10.14311,77.67248,Andipatti,Theni,500000,419,26.0,Plot
2298,5-10,0,0,0,21980,0,9.94118,77.55589,Bodinayakanur,Theni,930000,405,11.57,Plot
1017,5-10,4,7,3,60121,4,10.03141,77.45811,Andipatti,Theni,2240000,2203,3.12,Independent House
3435,1-5,3,5,2,58417,4,10.0822,77.44679,Chinnamanur,Theni,2120000,617,8.64,Independent House
830,10+,1,3,1,45693,5,10.02386,77.42709,Bodinayakanur,Theni,1820000,2193,5.67,Apartment
3103,0-1,3,6,4,31269,5,10.03659,77.42075,Bodinayakanur,Theni,3340000,1076,6.81,Villa
2238,10+,2,3,1,64024,4,9.89284,77.46328,Bodinayakanur,Theni,1230000,550,13.16,Independent House
670,10+,2,3,2,38652,3,9.9962,77.53662,Uthamapalayam,Theni,1840000,2746,6.72,Apartment
2082,5-10,4,6,1,48968,2,10.0282,77.50714,Chinnamanur,Theni,1790000,860,3.85,Apartment
2715,10+,5,7,4,52353,3,10.096,77.53754,Chinnamanur,Theni,2400000,884,11.6,Villa
1028,10+,3,4,1,65171,2,10.07135,77.50936,Periyakulam,Theni,1550000,1508,7.65,Apartment
2080,1-5,2,4,1,38163,2,9.8652,77.43013,Periyakulam,Theni,2010000,966,16.94,Apartment
1087,5-10,5,6,2,46148,4,9.92208,77.43838,Periyakulam,Theni,1650000,1518,10.69,Builder Floor
1838,5-10,4,6,4,54410,6,9.94086,77.60256,Uthamapalayam,Theni,1360000,740,15.78,Independent House
1983,5-10,0,0,0,37863,0,10.05666,77.35993,Periyakulam,Theni,880000,444,13.81,Plot
2148,10+,3,4,3,50695,3,9.97383,77.48397,Uthamapalayam,Theni,1350000,628,4.14,Apartment
2048,5-10,2,3,2,66853,5,9.95051,77.46583,Periyakulam,Theni,2280000,1113,6.77,Apartment
1974,1-5,2,3,2,43089,3,9.88608,77.55629,Bodinayakanur,Theni,1860000,942,16.33,Apartment
4578,10+,3,6,2,47512,3,9.8687,77.41492,Andipatti,Theni,2370000,518,17.16,Villa
2341,1-5,3,4,2,36297,5,10.09467,77.39864,Chinnamanur,Theni,1870000,799,12.7,Apartment
1301,1-5,1,3,1,36012,4,9.95489,77.45553,Periyakulam,Theni,1810000,1391,6.61,Apartment
1587,10+,2,4,1,39907,5,9.91804,77.47899,Andipatti,Theni,1690000,1065,10.27,Apartment
783,1-5,2,3,1,60239,4,10.04039,77.55814,Bodinayakanur,Theni,1880000,2401,9.49,Apartment
590,5-10,1,3,1,65564,3,9.962,77.46323,Periyakulam,Theni,1610000,2729,5.59,Apartment
1406,0-1,3,5,2,39476,5,9.77142,77.42835,Uthamapalayam,Theni,1560000,1110,27.1,Independent House
1989,0-1,2,4,1,45089,4,10.01458,77.33007,Chinnamanur,Theni,1640000,825,16.1,Apartment
1515,1-5,3,5,3,49643,4,10.98263,78.14517,Punjai Puliyampatti,Karur,1780000,1175,7.89,Independent House
4273,1-5,3,6,2,44733,6,10.90928,78.18682,Krishnarayapuram,Karur,3890000,910,13.29,Villa
1736,1-5,3,6,2,63649,6,11.19513,78.0931,Thanthoni,Karur,1310000,755,26.2,Builder Floor
3352,1-5,4,6,3,78564,4,11.00993,78.00949,Punjai Puliyampatti,Karur,3150000,940,9.19,Villa
1670,1-5,1,2,1,66613,2,10.97621,78.21603,Krishnarayapuram,Karur,1920000,1150,15.33,Apartment
553,10+,4,6,3,66712,3,11.02348,78.15106,Thanthoni,Karur,1620000,2929,10.76,Apartment
2465,5-10,0,0,0,47959,0,10.95224,78.00642,Kulithalai,Karur,990000,402,7.71,Plot
987,10+,1,2,1,74875,3,11.02655,78.20866,Aravakurichi,Karur,1460000,1479,16.2,Apartment
842,5-10,3,6,2,32029,4,10.8444,78.09618,Kulithalai,Karur,1750000,2078,13.04,Builder Floor
872,1-5,5,7,4,42756,3,10.91912,77.95464,Kulithalai,Karur,1900000,2179,14.07,Independent House
2043,5-10,3,5,3,43567,3,10.95712,77.96717,Krishnarayapuram,Karur,1650000,808,11.95,Apartment
2398,10+,3,4,1,89803,3,10.80591,78.06528,Kulithalai,Karur,1420000,592,17.19,Apartment
639,1-5,3,4,2,72515,6,10.94206,78.01982,Krishnarayapuram,Karur,2000000,3130,6.52,Independent House
1288,10+,4,6,1,59862,3,10.86524,78.09526,Thanthoni,Karur,1450000,1126,10.74,Builder Floor
988,1-5,3,5,3,31295,3,11.0001,78.1039,Punjai Puliyampatti,Karur,2150000,2176,5.35,Apartment
5538,5-10,4,6,4,32983,5,10.97517,78.12936,Krishnarayapuram,Karur,4640000,838,6.0,Villa
1325,0-1,0,0,0,55230,0,11.15343,78.09952,Punjai Puliyampatti,Karur,820000,619,21.64,Plot
772,1-5,2,4,2,49331,6,10.95418,78.10736,Thanthoni,Karur,2770000,3588,3.42,Independent House
2189,10+,2,3,1,36864,5,10.94791,78.04719,Kulithalai,Karur,1830000,836,3.49,Apartment
2724,1-5,4,6,4,73563,2,10.99017,78.04205,Punjai Puliyampatti,Karur,2760000,1013,5.04,Independent House
1464,10+,3,4,2,41915,3,11.03517,77.96143,Aravakurichi,Karur,1450000,990,15.09,Builder Floor
1531,5-10,3,4,2,46993,5,11.00087,78.06193,Thanthoni,Karur,1770000,1156,4.81,Builder Floor
1877,1-5,5,8,5,73401,5,10.99696,77.98356,Aravakurichi,Karur,2560000,1364,10.95,Independent House
2887,1-5,3,6,3,43716,3,10.93626,78.11873,Kulithalai,Karur,3770000,1306,5.31,Villa
1132,10+,3,5,2,58390,5,10.97161,78.03987,Krishnarayapuram,Karur,1510000,1334,4.21,Independent House
4530,5-10,4,7,2,58098,4,10.88476,78.17169,Thanthoni,Karur,3130000,691,13.34,Villa
1250,10+,1,2,1,47849,5,10.94027,78.10539,Thanthoni,Karur,2060000,1648,3.84,Apartment
2858,1-5,3,5,3,72261,6,11.03247,78.1053,Punjai Puliyampatti,Karur,2820000,987,8.64,Villa
659,10+,2,3,2,53853,3,11.15317,77.99731,Aravakurichi,Karur,1190000,1806,23.15,Apartment
1059,10+,2,3,1,41461,3,10.99964,78.17726,Aravakurichi,Karur,1550000,1464,11.83,Apartment
1362,10+,4,7,4,76250,3,10.89412,78.00733,Aravakurichi,Karur,2000000,1468,10.54,Independent House
1458,1-5,2,4,1,54897,3,10.92119,78.09907,Aravakurichi,Karur,2890000,1982,4.97,Apartment
1334,1-5,5,6,2,8822,3,11.09393,78.16114,Thanthoni,Karur,1740000,1304,17.51,Independent House
1341,1-5,4,6,1,77329,2,11.00753,78.18213,Kulithalai,Karur,2160000,1611,12.67,Apartment
1225,5-10,1,3,1,38945,3,10.941,78.21267,Thanthoni,Karur,1680000,1371,15.01,Apartment
2267,10+,1,3,1,101259,5,10.97338,78.19108,Aravakurichi,Karur,1530000,675,12.58,Apartment
3069,5-10,4,7,4,79549,5,10.99568,78.19943,Kulithalai,Karur,2140000,697,13.98,Independent House
1166,1-5,5,7,5,89674,2,10.99599,78.14273,Kulithalai,Karur,2290000,1964,8.25,Independent House
849,1-5,2,3,2,65919,3,11.0861,78.14368,Kulithalai,Karur,1740000,2049,15.81,Apartment
1536,1-5,0,0,0,46536,0,10.97771,78.06153,Krishnarayapuram,Karur,1190000,775,2.56,Plot
3951,1-5,0,0,0,54834,0,10.97068,78.00115,Thanthoni,Karur,960000,243,8.32,Plot
1578,5-10,3,4,2,60285,2,10.88385,77.95681,Thanthoni,Karur,1720000,1090,15.59,Apartment
2218,5-10,2,4,1,68991,5,11.11523,78.13186,Krishnarayapuram,Karur,1380000,622,18.27,Apartment
2975,1-5,5,6,5,91511,4,10.91024,77.89767,Aravakurichi,Karur,2030000,682,20.31,Independent House
490,5-10,2,4,1,59736,5,10.91777,78.05912,Kulithalai,Karur,1870000,3816,5.08,Apartment
886,10+,5,7,3,57629,6,10.92558,78.09778,Punjai Puliyampatti,Karur,1310000,1479,4.48,Builder Floor
3326,5-10,3,6,3,72268,2,11.07553,78.05362,Kulithalai,Karur,2410000,725,13.08,Independent House
1801,1-5,2,4,1,58964,5,11.11909,78.02425,Thanthoni,Karur,1980000,1099,18.58,Apartment
1946,1-5,1,3,1,70278,5,11.02722,78.24214,Kulithalai,Karur,1750000,899,19.55,Apartment
1890,10+,2,3,1,64409,3,10.84949,78.01716,Krishnarayapuram,Karur,1330000,704,13.91,Apartment
2267,10+,2,4,2,81262,2,10.92079,78.05258,Kulithalai,Karur,1670000,737,5.1,Apartment
1798,5-10,1,3,1,95154,3,10.89524,78.11845,Punjai Puliyampatti,Karur,2060000,1146,8.54,Apartment
1344,1-5,3,5,3,88388,3,10.79941,78.23505,Thanthoni,Karur,1200000,893,24.87,Independent House
3003,0-1,3,6,1,58508,6,10.95836,78.20374,Krishnarayapuram,Karur,2490000,829,13.88,Independent House
2602,10+,5,8,4,41237,6,11.05887,77.98915,Thanthoni,Karur,2550000,980,14.55,Villa
4202,10+,5,8,2,43545,3,11.04397,78.06367,Kulithalai,Karur,3110000,740,9.43,Villa
1410,10+,5,6,1,38644,3,10.90667,77.94346,Aravakurichi,Karur,1530000,1085,15.7,Independent House
1097,1-5,3,5,3,55499,4,10.91745,78.10655,Kulithalai,Karur,2660000,2425,5.76,Apartment
2844,0-1,0,0,0,83339,0,10.99567,78.01578,Krishnarayapuram,Karur,1120000,394,7.73,Plot
1057,5-10,3,4,2,59970,6,10.85695,78.01032,Thanthoni,Karur,1800000,1703,13.56,Builder Floor
2233,0-1,3,5,3,71972,3,10.94037,78.09119,Thanthoni,Karur,2770000,1240,2.71,Independent House
2677,1-5,4,6,3,62843,5,10.90442,77.95453,Krishnarayapuram,Karur,2320000,867,14.7,Independent House
3595,10+,0,0,0,43007,0,11.04663,77.96157,Punjai Puliyampatti,Karur,870000,242,15.82,Plot
1250,10+,4,5,3,75546,4,10.79139,78.08905,Krishnarayapuram,Karur,1140000,912,18.81,Builder Floor
742,0-1,3,5,1,68883,5,10.98893,77.98304,Krishnarayapuram,Karur,2150000,2898,10.7,Independent House
1979,1-5,3,5,2,50835,4,10.89855,78.18282,Thanthoni,Karur,1980000,1001,13.47,Apartment
1628,0-1,3,4,2,59760,3,11.009,77.93912,Aravakurichi,Karur,2070000,1271,15.96,Builder Floor
3365,5-10,3,5,3,62612,4,11.02499,78.09582,Krishnarayapuram,Karur,2440000,725,7.51,Independent House
1053,0-1,2,4,2,62572,4,10.97462,78.02875,Punjai Puliyampatti,Karur,1940000,1842,5.47,Builder Floor
5473,0-1,3,5,4,92936,6,10.96971,78.16518,Punjai Puliyampatti,Karur,4440000,811,9.73,Villa
1751,10+,4,5,2,67686,2,10.91355,78.01808,Punjai Puliyampatti,Karur,1660000,948,8.22,Builder Floor
1966,1-5,4,6,1,66124,6,10.95456,78.06962,Thanthoni,Karur,3170000,1612,0.98,Independent House
1031,0-1,5,8,3,5000,5,11.01989,78.08308,Aravakurichi,Karur,2380000,2308,6.69,Independent House
2147,10+,5,8,4,93203,3,10.86477,78.07497,Punjai Puliyampatti,Karur,2660000,1239,10.6,Villa
1850,5-10,2,4,1,29127,3,10.93556,78.11557,Kulithalai,Karur,2380000,1286,5.05,Apartment
1498,5-10,3,4,3,53664,5,11.06128,78.00088,Punjai Puliyampatti,Karur,2050000,1368,13.96,Builder Floor
